id,name,category,brand,weight,package_size,keywords,description,price,image_url
P0504,Мармелад жевательный витаминный «Fruity» 90г,Кондитерские изделия,Fruity,90,12,мармелад bon paris gummies fruity витаминный,Витаминный мармелад жевательный бренда Fruity в категории кондитерские изделия.,176.49,https://example.com/p/P0504.jpg
P0505,Масло оливковое для жарки «Oro Verde» 3000мл,Бакалея,Oro Verde,3000,1,масло оливковое olive oil oro verde дляжарки,Для жарки масло оливковое бренда Oro Verde в категории бакалея.,2752.64,https://example.com/p/P0505.jpg
P0506,Витаминный комплекс omega «Nordic Health» 90табл.,Аптека,Nordic Health,90,1,витамины комплекс supplement nordic health omega,Omega витаминный комплекс бренда Nordic Health в категории аптека.,956.78,https://example.com/p/P0506.jpg
P0507,Масло оливковое Extra Virgin «Gusto» 250мл,Бакалея,Gusto,250,2,масло оливковое olive oil gusto extravirgin,Extra virgin масло оливковое бренда Gusto в категории бакалея.,875.79,https://example.com/p/P0507.jpg
P0508,Газированный напиток zero sugar «Citrico» 330мл,Напитки,Citrico,330,12,газировка drink garage fresh citrico zerosugar,Zero sugar газированный напиток бренда Citrico в категории напитки.,53.18,https://example.com/p/P0508.jpg
P0509,Салат готовый оливье «Samokat Kitchen» 300г,Готовая еда,Samokat Kitchen,300,1,салат готовый salad samokat kitchen оливье,Оливье салат готовый бренда Samokat Kitchen в категории готовая еда.,268.31,https://example.com/p/P0509.jpg
P0510,Сахар-песок 1кг «SweetLand» 25кг,Бакалея,SweetLand,25,5,сахар песок sugar sweetland 1кг,1кг сахар-песок бренда SweetLand в категории бакалея.,854.51,https://example.com/p/P0510.jpg
P0511,Гель для душа увлажняющий «Sense» 250мл,Косметика и гигиена,Sense,250,3,гель душ body wash sense увлажняющий,Увлажняющий гель для душа бренда Sense в категории косметика и гигиена.,153.02,https://example.com/p/P0511.jpg
P0512,Адаптер USB-C 65W «ChargeLab» 1шт,Электроника,ChargeLab,1,2,adapter usb c type-c зарядное chargelab 65w,65w адаптер usb-c бренда ChargeLab в категории электроника.,3323.68,https://example.com/p/P0512.jpg
P0513,Пюре фруктовое без сахара «Organic Kid» 90г,Детские товары,Organic Kid,90,1,пюре детское puree organic kid безсахара,Без сахара пюре фруктовое бренда Organic Kid в категории детские товары.,63.92,https://example.com/p/P0513.jpg
P0514,Минеральная вода сильногазированная «Arctic Light» 1.5л,Напитки,Arctic Light,1.5,12,вода минеральная sanpellegrino sparkling arctic light сильногазированная,Сильногазированная минеральная вода бренда Arctic Light в категории напитки.,137.14,https://example.com/p/P0514.jpg
P0515,Перчатки одноразовые винил «ChefPro» 50шт,Хозяйственные товары,ChefPro,50,2,перчатки одноразовые gloves chefpro винил,Винил перчатки одноразовые бренда ChefPro в категории хозяйственные товары.,1015.56,https://example.com/p/P0515.jpg
P0516,Средство для мытья посуды для детской посуды «BioClean» 450мл,Бытовая химия,BioClean,450,1,моющее посуд dish посудомойка bioclean длядетскойпосуды,Для детской посуды средство для мытья посуды бренда BioClean в категории бытовая химия.,116.76,https://example.com/p/P0516.jpg
P0517,Перчатки одноразовые винил «ChefPro» 200шт,Хозяйственные товары,ChefPro,200,2,перчатки одноразовые gloves chefpro винил,Винил перчатки одноразовые бренда ChefPro в категории хозяйственные товары.,801.03,https://example.com/p/P0517.jpg
P0518,Масло оливковое для жарки «Mediterran» 1000мл,Бакалея,Mediterran,1000,4,масло оливковое olive oil mediterran дляжарки,Для жарки масло оливковое бренда Mediterran в категории бакалея.,1751.33,https://example.com/p/P0518.jpg
P0519,Витаминный комплекс иммунитет «Immuno+» 30табл.,Аптека,Immuno+,30,2,витамины комплекс supplement immuno+ иммунитет,Иммунитет витаминный комплекс бренда Immuno+ в категории аптека.,1332.41,https://example.com/p/P0519.jpg
P0520,Овощи замороженные для супа «FreshFreezer» 450г,Заморозка,FreshFreezer,450,1,замороженные овощи frozen veggies freshfreezer длясупа,Для супа овощи замороженные бренда FreshFreezer в категории заморозка.,464.95,https://example.com/p/P0520.jpg
P0521,Чай листовой зелёный «Greenfield» 250г,Кофе и чай,Greenfield,250,1,чай листовой tea xfq greenfield зелёный,Зелёный чай листовой бренда Greenfield в категории кофе и чай.,707.54,https://example.com/p/P0521.jpg
P0522,Рыба минтай блок HoReCa «HoReCaFish» 10кг,Заморозка,HoReCaFish,10,1,рыба минтай block horecafish horeca,Horeca рыба минтай блок бренда HoReCaFish в категории заморозка.,2956.75,https://example.com/p/P0522.jpg
P0523,Крупа гречневая быстрого приготовления «Северные поля» 15кг,Бакалея,Северные поля,15,8,крупа гречка buckwheat северные поля быстрогоприготовления,Быстрого приготовления крупа гречневая бренда Северные поля в категории бакалея.,480.94,https://example.com/p/P0523.jpg
P0524,Вино игристое brut «Mosel Craft» 1500мл,Алкоголь,Mosel Craft,1500,6,вино prosecco riesling premium mosel craft brut,Brut вино игристое бренда Mosel Craft в категории алкоголь.,3623.27,https://example.com/p/P0524.jpg
P0525,Масло оливковое Extra Virgin «Oro Verde» 250мл,Бакалея,Oro Verde,250,1,масло оливковое olive oil oro verde extravirgin,Extra virgin масло оливковое бренда Oro Verde в категории бакалея.,2789.24,https://example.com/p/P0525.jpg
P0526,Фольга алюминиевая 30м «DailyFix» 1шт,Хозяйственные товары,DailyFix,1,3,фольга aluminium foil dailyfix 30м,30м фольга алюминиевая бренда DailyFix в категории хозяйственные товары.,262.10,https://example.com/p/P0526.jpg
P0527,Энергетический напиток classic «Volt» 250мл,Напитки,Volt,250,12,energy литл энергетик volt classic,Classic энергетический напиток бренда Volt в категории напитки.,81.85,https://example.com/p/P0527.jpg
P0528,Протеиновый батончик шоколад «ProteinLab» 90г,Здоровое питание,ProteinLab,90,12,батончик protein протеиновый proteinlab шоколад,Шоколад протеиновый батончик бренда ProteinLab в категории здоровое питание.,205.13,https://example.com/p/P0528.jpg
P0529,Рыба минтай блок без глазури «ChefPro» 10кг,Заморозка,ChefPro,10,1,рыба минтай block chefpro безглазури,Без глазури рыба минтай блок бренда ChefPro в категории заморозка.,1649.32,https://example.com/p/P0529.jpg
P0530,Сыр чеддер HoReCa 5кг «ChefPro» 200г,Сыры,ChefPro,200,4,сыр чеддер cheddar 5kg chefpro horeca5кг,Horeca 5кг сыр чеддер бренда ChefPro в категории сыры.,3498.14,https://example.com/p/P0530.jpg
P0531,Корм для кошек сухой lamb «PerfectTail» 1500г,Зоотовары,PerfectTail,1500,1,корм кошек cat food adult perfecttail lamb,Lamb корм для кошек сухой бренда PerfectTail в категории зоотовары.,1551.77,https://example.com/p/P0531.jpg
P0532,Гель для душа men «AquaVera» 500мл,Косметика и гигиена,AquaVera,500,1,гель душ body wash aquavera men,Men гель для душа бренда AquaVera в категории косметика и гигиена.,153.12,https://example.com/p/P0532.jpg
P0533,Салфетки влажные детские «SoftTouch» 120шт,Косметика и гигиена,SoftTouch,120,3,салфетки влажные wipes softtouch детские,Детские салфетки влажные бренда SoftTouch в категории косметика и гигиена.,213.06,https://example.com/p/P0533.jpg
P0534,Сахар-песок рафинированный «SweetLand» 10кг,Бакалея,SweetLand,10,5,сахар песок sugar sweetland рафинированный,Рафинированный сахар-песок бренда SweetLand в категории бакалея.,642.03,https://example.com/p/P0534.jpg
P0535,Перчатки одноразовые m «SafeTouch» 100шт,Хозяйственные товары,SafeTouch,100,4,перчатки одноразовые gloves safetouch m,M перчатки одноразовые бренда SafeTouch в категории хозяйственные товары.,910.50,https://example.com/p/P0535.jpg
P0536,Салат готовый витаминный «Samokat Kitchen» 180г,Готовая еда,Samokat Kitchen,180,1,салат готовый salad samokat kitchen витаминный,Витаминный салат готовый бренда Samokat Kitchen в категории готовая еда.,258.70,https://example.com/p/P0536.jpg
P0537,Вино игристое brut «Rieslinghaus» 1500мл,Алкоголь,Rieslinghaus,1500,6,вино prosecco riesling premium rieslinghaus brut,Brut вино игристое бренда Rieslinghaus в категории алкоголь.,1094.51,https://example.com/p/P0537.jpg
P0538,Полотенца бумажные mega roll «Clean&Go» 6шт,Хозяйственные товары,Clean&Go,6,3,бумажные полотенца paper towels clean&go megaroll,Mega roll полотенца бумажные бренда Clean&Go в категории хозяйственные товары.,167.85,https://example.com/p/P0538.jpg
P0539,Крем для рук питательный «Atelier Skin» 50мл,Косметика и гигиена,Atelier Skin,50,12,крем для рук hand cream atelier skin питательный,Питательный крем для рук бренда Atelier Skin в категории косметика и гигиена.,336.36,https://example.com/p/P0539.jpg
P0540,Лампа LED холодный «BrightHome» 4шт,Хозяйственные товары,BrightHome,4,1,лампа led e27 bulb brighthome холодный,Холодный лампа led бренда BrightHome в категории хозяйственные товары.,610.37,https://example.com/p/P0540.jpg
P0541,Корм для собак гипоаллергенный salmon «Happy Tail» 800г,Зоотовары,Happy Tail,800,1,корм собак dog food hypo happy tail salmon,Salmon корм для собак гипоаллергенный бренда Happy Tail в категории зоотовары.,5163.19,https://example.com/p/P0541.jpg
P0542,Пакеты для мусора прочные «DailyFix» 20шт,Хозяйственные товары,DailyFix,20,3,пакеты мусор trash bags dailyfix прочные,Прочные пакеты для мусора бренда DailyFix в категории хозяйственные товары.,274.08,https://example.com/p/P0542.jpg
P0543,Кофе в зёрнах ethiopia «Ristretto Lab» 250г,Кофе и чай,Ristretto Lab,250,2,кофе зерновой coffee beans ristretto lab ethiopia,Ethiopia кофе в зёрнах бренда Ristretto Lab в категории кофе и чай.,1919.14,https://example.com/p/P0543.jpg
P0544,Масло сливочное премиум «Teos» 200г,Молочные продукты,Teos,200,4,масло сливочное butter teos премиум,Премиум масло сливочное бренда Teos в категории молочные продукты.,685.52,https://example.com/p/P0544.jpg
P0545,Джин премиальный citrus «Nordic Gin» 1000мл,Алкоголь,Nordic Gin,1000,2,джин gin garage grapefruit nordic gin citrus,Citrus джин премиальный бренда Nordic Gin в категории алкоголь.,2867.27,https://example.com/p/P0545.jpg
P0546,Вино игристое prosecco «Premium Cellar» 750мл,Алкоголь,Premium Cellar,750,6,вино prosecco riesling premium premium cellar,Prosecco вино игристое бренда Premium Cellar в категории алкоголь.,2062.28,https://example.com/p/P0546.jpg
P0547,Масло сливочное крестьянское «Polar Valley» 180г,Молочные продукты,Polar Valley,180,4,масло сливочное butter polar valley крестьянское,Крестьянское масло сливочное бренда Polar Valley в категории молочные продукты.,251.35,https://example.com/p/P0547.jpg
P0548,Сахар-песок 5кг «Crystal» 10кг,Бакалея,Crystal,10,1,сахар песок sugar crystal 5кг,5кг сахар-песок бренда Crystal в категории бакалея.,207.00,https://example.com/p/P0548.jpg
P0549,Энергетический напиток zero «Power Node» 250мл,Напитки,Power Node,250,6,energy литл энергетик power node zero,Zero энергетический напиток бренда Power Node в категории напитки.,202.01,https://example.com/p/P0549.jpg
P0550,Сыр чеддер HoReCa 5кг «ChefPro» 400г,Сыры,ChefPro,400,2,сыр чеддер cheddar 5kg chefpro horeca5кг,Horeca 5кг сыр чеддер бренда ChefPro в категории сыры.,1411.16,https://example.com/p/P0550.jpg
P0551,Чай листовой улун «Ahmad» 90г,Кофе и чай,Ahmad,90,1,чай листовой tea xfq ahmad улун,Улун чай листовой бренда Ahmad в категории кофе и чай.,585.39,https://example.com/p/P0551.jpg
P0552,Макароны из твердых сортов спагетти «La Linea» 400г,Бакалея,La Linea,400,5,макароны паста durum pasta la linea спагетти,Спагетти макароны из твердых сортов бренда La Linea в категории бакалея.,553.27,https://example.com/p/P0552.jpg
P0553,Фиточай детокс «HerbalMix» 20саше,Кофе и чай,HerbalMix,20,4,фиточай herbal tea herbalmix детокс,Детокс фиточай бренда HerbalMix в категории кофе и чай.,418.24,https://example.com/p/P0553.jpg
P0554,Лапша быстрого приготовления том ям «StreetWok» 100г,Бакалея,StreetWok,100,1,лапша инстант ramen streetwok томям,Том ям лапша быстрого приготовления бренда StreetWok в категории бакалея.,70.43,https://example.com/p/P0554.jpg
P0555,Корм для собак гипоаллергенный grain free «DogForce» 12кг,Зоотовары,DogForce,12,4,корм собак dog food hypo dogforce grainfree,Grain free корм для собак гипоаллергенный бренда DogForce в категории зоотовары.,1126.54,https://example.com/p/P0555.jpg
P0556,Мороженое пломбир фисташка «Polar Ice» 80г,Мороженое,Polar Ice,80,12,мороженое ice cream пломбир polar ice фисташка,Фисташка мороженое пломбир бренда Polar Ice в категории мороженое.,271.33,https://example.com/p/P0556.jpg
P0557,Лампа LED холодный «EcoLight» 4шт,Хозяйственные товары,EcoLight,4,6,лампа led e27 bulb ecolight холодный,Холодный лампа led бренда EcoLight в категории хозяйственные товары.,460.24,https://example.com/p/P0557.jpg
P0558,Крем для рук питательный «Herbal Line» 75мл,Косметика и гигиена,Herbal Line,75,12,крем для рук hand cream herbal line питательный,Питательный крем для рук бренда Herbal Line в категории косметика и гигиена.,167.09,https://example.com/p/P0558.jpg
P0559,Пюре фруктовое тыква «Little Spoon» 100г,Детские товары,Little Spoon,100,1,пюре детское puree little spoon тыква,Тыква пюре фруктовое бренда Little Spoon в категории детские товары.,39.14,https://example.com/p/P0559.jpg
P0560,Джин премиальный grapefruit «Garage Barrel» 500мл,Алкоголь,Garage Barrel,500,1,джин gin garage grapefruit garage barrel,Grapefruit джин премиальный бренда Garage Barrel в категории алкоголь.,1339.85,https://example.com/p/P0560.jpg
P0561,Масло оливковое для жарки «La Toscana» 250мл,Бакалея,La Toscana,250,4,масло оливковое olive oil la toscana дляжарки,Для жарки масло оливковое бренда La Toscana в категории бакалея.,600.89,https://example.com/p/P0561.jpg
P0562,Сахар-песок меш 25кг «SweetLand» 1000г,Бакалея,SweetLand,1000,5,сахар песок sugar sweetland меш25кг,Меш 25кг сахар-песок бренда SweetLand в категории бакалея.,439.60,https://example.com/p/P0562.jpg
P0563,Творог зерненый 9% «Белая ферма» 400г,Молочные продукты,Белая ферма,400,2,творог зерненый cottage cheese белая ферма 9%,9% творог зерненый бренда Белая ферма в категории молочные продукты.,284.17,https://example.com/p/P0563.jpg
P0564,Стиральный порошок color «EcoSphere» 400г,Бытовая химия,EcoSphere,400,1,стирка порошок detergent ecosphere color,Color стиральный порошок бренда EcoSphere в категории бытовая химия.,1641.00,https://example.com/p/P0564.jpg
P0565,Лапша быстрого приготовления говядина «AsiaBox» 90г,Бакалея,AsiaBox,90,24,лапша инстант ramen asiabox говядина,Говядина лапша быстрого приготовления бренда AsiaBox в категории бакалея.,57.81,https://example.com/p/P0565.jpg
P0566,Сахар-песок меш 25кг «SweetLand» 5кг,Бакалея,SweetLand,5,1,сахар песок sugar sweetland меш25кг,Меш 25кг сахар-песок бренда SweetLand в категории бакалея.,636.52,https://example.com/p/P0566.jpg
P0567,Сыр чеддер HoReCa 5кг «ChefPro» 5кг,Сыры,ChefPro,5,4,сыр чеддер cheddar 5kg chefpro horeca5кг,Horeca 5кг сыр чеддер бренда ChefPro в категории сыры.,3128.76,https://example.com/p/P0567.jpg
P0568,Газированный напиток zero sugar «Garage» 330мл,Напитки,Garage,330,1,газировка drink garage fresh zerosugar,Zero sugar газированный напиток бренда Garage в категории напитки.,114.30,https://example.com/p/P0568.jpg
P0569,Кабель USB-C magnetic «TechNode» 1шт,Электроника,TechNode,1,3,кабель usb type c adapter technode magnetic,Magnetic кабель usb-c бренда TechNode в категории электроника.,455.83,https://example.com/p/P0569.jpg
P0570,Полотенца бумажные кухонные «SoftRoll» 8шт,Хозяйственные товары,SoftRoll,8,1,бумажные полотенца paper towels softroll кухонные,Кухонные полотенца бумажные бренда SoftRoll в категории хозяйственные товары.,381.67,https://example.com/p/P0570.jpg
P0571,Сыр гауда резаный «Dutch Yard» 5кг,Сыры,Dutch Yard,5,2,сыр гауда gouda dutch yard резаный,Резаный сыр гауда бренда Dutch Yard в категории сыры.,251.89,https://example.com/p/P0571.jpg
P0572,Салат готовый витаминный «CityLunch» 220г,Готовая еда,CityLunch,220,1,салат готовый salad citylunch витаминный,Витаминный салат готовый бренда CityLunch в категории готовая еда.,328.31,https://example.com/p/P0572.jpg
P0573,Лапша быстрого приготовления курица «UrbanFood» 75г,Бакалея,UrbanFood,75,24,лапша инстант ramen urbanfood курица,Курица лапша быстрого приготовления бренда UrbanFood в категории бакалея.,114.42,https://example.com/p/P0573.jpg
P0574,Энергетический напиток citrus «HyperFox» 250мл,Напитки,HyperFox,250,6,energy литл энергетик hyperfox citrus,Citrus энергетический напиток бренда HyperFox в категории напитки.,104.70,https://example.com/p/P0574.jpg
P0575,Пакеты для мусора 30л «StrongHold» 50шт,Хозяйственные товары,StrongHold,50,3,пакеты мусор trash bags stronghold 30л,30л пакеты для мусора бренда StrongHold в категории хозяйственные товары.,262.26,https://example.com/p/P0575.jpg
P0576,Масло оливковое для жарки «Gusto» 250мл,Бакалея,Gusto,250,2,масло оливковое olive oil gusto дляжарки,Для жарки масло оливковое бренда Gusto в категории бакалея.,1646.26,https://example.com/p/P0576.jpg
P0577,Крупа гречневая ядрица «Русская крупа» 900г,Бакалея,Русская крупа,900,4,крупа гречка buckwheat русская крупа ядрица,Ядрица крупа гречневая бренда Русская крупа в категории бакалея.,111.28,https://example.com/p/P0577.jpg
P0578,Зубная паста отбеливающая «White Smile» 125мл,Косметика и гигиена,White Smile,125,6,зубная паста toothpaste white smile отбеливающая,Отбеливающая зубная паста бренда White Smile в категории косметика и гигиена.,141.26,https://example.com/p/P0578.jpg
P0579,Лапша быстрого приготовления говядина «UrbanFood» 75г,Бакалея,UrbanFood,75,1,лапша инстант ramen urbanfood говядина,Говядина лапша быстрого приготовления бренда UrbanFood в категории бакалея.,106.77,https://example.com/p/P0579.jpg
P0580,Пакеты для мусора 120л «DailyFix» 15шт,Хозяйственные товары,DailyFix,15,1,пакеты мусор trash bags dailyfix 120л,120л пакеты для мусора бренда DailyFix в категории хозяйственные товары.,247.18,https://example.com/p/P0580.jpg
P0581,Мармелад жевательный sour «Bon Paris» 150г,Кондитерские изделия,Bon Paris,150,12,мармелад bon paris gummies sour,Sour мармелад жевательный бренда Bon Paris в категории кондитерские изделия.,148.70,https://example.com/p/P0581.jpg
P0582,Мороженое пломбир ваниль «Polar Ice» 900г,Мороженое,Polar Ice,900,1,мороженое ice cream пломбир polar ice ваниль,Ваниль мороженое пломбир бренда Polar Ice в категории мороженое.,402.50,https://example.com/p/P0582.jpg
P0583,Перчатки одноразовые нитрил «ChefPro» 200шт,Хозяйственные товары,ChefPro,200,1,перчатки одноразовые gloves chefpro нитрил,Нитрил перчатки одноразовые бренда ChefPro в категории хозяйственные товары.,379.42,https://example.com/p/P0583.jpg
P0584,Овощи замороженные со стручками «FreshFreezer» 600г,Заморозка,FreshFreezer,600,1,замороженные овощи frozen veggies freshfreezer состручками,Со стручками овощи замороженные бренда FreshFreezer в категории заморозка.,412.90,https://example.com/p/P0584.jpg
P0585,Йогурт греческий натуральный «Mykonos» 500г,Молочные продукты,Mykonos,500,12,йогурт греческий greek mykonos натуральный,Натуральный йогурт греческий бренда Mykonos в категории молочные продукты.,189.24,https://example.com/p/P0585.jpg
P0586,Энергетический напиток citrus «Litl Energy» 500мл,Напитки,Litl Energy,500,12,energy литл энергетик litl energy citrus,Citrus энергетический напиток бренда Litl Energy в категории напитки.,62.53,https://example.com/p/P0586.jpg
P0587,Стейк лосося охлажденный «BlueWave» 600г,Рыба и морепродукты,BlueWave,600,1,лосось стейк salmon bluewave охлажденный,Охлажденный стейк лосося бренда BlueWave в категории рыба и морепродукты.,722.41,https://example.com/p/P0587.jpg
P0588,Лапша быстрого приготовления vegan «NoodleLab» 90г,Бакалея,NoodleLab,90,24,лапша инстант ramen noodlelab vegan,Vegan лапша быстрого приготовления бренда NoodleLab в категории бакалея.,112.85,https://example.com/p/P0588.jpg
P0589,Салфетки влажные аромат лаванды «SoftTouch» 60шт,Косметика и гигиена,SoftTouch,60,3,салфетки влажные wipes softtouch ароматлаванды,Аромат лаванды салфетки влажные бренда SoftTouch в категории косметика и гигиена.,158.14,https://example.com/p/P0589.jpg
P0590,Макароны из твердых сортов fusilli «La Linea» 5кг,Бакалея,La Linea,5,10,макароны паста durum pasta la linea fusilli,Fusilli макароны из твердых сортов бренда La Linea в категории бакалея.,570.77,https://example.com/p/P0590.jpg
P0591,Зубная паста sensitive «ProDent» 125мл,Косметика и гигиена,ProDent,125,6,зубная паста toothpaste prodent sensitive,Sensitive зубная паста бренда ProDent в категории косметика и гигиена.,166.46,https://example.com/p/P0591.jpg
P0592,Полотенца бумажные кухонные «Clean&Go» 2шт,Хозяйственные товары,Clean&Go,2,3,бумажные полотенца paper towels clean&go кухонные,Кухонные полотенца бумажные бренда Clean&Go в категории хозяйственные товары.,270.74,https://example.com/p/P0592.jpg
P0593,Кабель USB-C magnetic «TechNode» 1шт,Электроника,TechNode,1,1,кабель usb type c adapter technode magnetic,Magnetic кабель usb-c бренда TechNode в категории электроника.,555.91,https://example.com/p/P0593.jpg
P0594,Молоко ультрапастеризованное 1% «NordMilk» 500мл,Молочные продукты,NordMilk,500,1,молоко ультрапастеризованное milk nordmilk 1%,1% молоко ультрапастеризованное бренда NordMilk в категории молочные продукты.,106.64,https://example.com/p/P0594.jpg
P0595,Фиточай успокаивающий «Greenfield» 20саше,Кофе и чай,Greenfield,20,1,фиточай herbal tea greenfield успокаивающий,Успокаивающий фиточай бренда Greenfield в категории кофе и чай.,317.59,https://example.com/p/P0595.jpg
P0596,Крем для рук витамин Е «Care&Go» 100мл,Косметика и гигиена,Care&Go,100,4,крем для рук hand cream care&go витамине,Витамин е крем для рук бренда Care&Go в категории косметика и гигиена.,124.19,https://example.com/p/P0596.jpg
P0597,Салат готовый grain bowl «CityLunch» 180г,Готовая еда,CityLunch,180,1,салат готовый salad citylunch grainbowl,Grain bowl салат готовый бренда CityLunch в категории готовая еда.,406.39,https://example.com/p/P0597.jpg
P0598,Творог зерненый с пикантной солью «Alpine Meadow» 400г,Молочные продукты,Alpine Meadow,400,6,творог зерненый cottage cheese alpine meadow спикантнойсолью,С пикантной солью творог зерненый бренда Alpine Meadow в категории молочные продукты.,111.43,https://example.com/p/P0598.jpg
P0599,Перчатки одноразовые латекс «Medico» 50шт,Хозяйственные товары,Medico,50,4,перчатки одноразовые gloves medico латекс,Латекс перчатки одноразовые бренда Medico в категории хозяйственные товары.,901.68,https://example.com/p/P0599.jpg
P0600,Кофе капсулы lungo «BaristaPro» 20капс.,Кофе и чай,BaristaPro,20,2,кофе капсулы capsules baristapro lungo,Lungo кофе капсулы бренда BaristaPro в категории кофе и чай.,656.14,https://example.com/p/P0600.jpg
P0601,Салат готовый оливье «FreshBar» 300г,Готовая еда,FreshBar,300,1,салат готовый salad freshbar оливье,Оливье салат готовый бренда FreshBar в категории готовая еда.,289.56,https://example.com/p/P0601.jpg
P0602,Стейк лосося premium «AquaChef» 300г,Рыба и морепродукты,AquaChef,300,5,лосось стейк salmon aquachef premium,Premium стейк лосося бренда AquaChef в категории рыба и морепродукты.,3105.71,https://example.com/p/P0602.jpg
P0603,Масло сливочное безлактозное «Polar Valley» 180г,Молочные продукты,Polar Valley,180,1,масло сливочное butter polar valley безлактозное,Безлактозное масло сливочное бренда Polar Valley в категории молочные продукты.,779.25,https://example.com/p/P0603.jpg
P0604,Power Bank wireless «VoltEdge» 1шт,Электроника,VoltEdge,1,1,power bank 20000 быстрая зарядка voltedge wireless,Wireless power bank бренда VoltEdge в категории электроника.,1890.84,https://example.com/p/P0604.jpg
P0605,Рыба минтай блок блок 10кг «ChefPro» 5кг,Заморозка,ChefPro,5,1,рыба минтай block chefpro блок10кг,Блок 10кг рыба минтай блок бренда ChefPro в категории заморозка.,2208.33,https://example.com/p/P0605.jpg
P0606,Шампунь питательный для объема «GlowUp» 400мл,Косметика и гигиена,GlowUp,400,1,шампунь hair shampoo glowup дляобъема,Для объема шампунь питательный бренда GlowUp в категории косметика и гигиена.,398.60,https://example.com/p/P0606.jpg
P0607,Пакеты для мусора 120л «StrongHold» 50шт,Хозяйственные товары,StrongHold,50,6,пакеты мусор trash bags stronghold 120л,120л пакеты для мусора бренда StrongHold в категории хозяйственные товары.,263.98,https://example.com/p/P0607.jpg
P0608,Кофе капсулы ristretto «Ristretto Lab» 20капс.,Кофе и чай,Ristretto Lab,20,1,кофе капсулы capsules ristretto lab ristretto,Ristretto кофе капсулы бренда Ristretto Lab в категории кофе и чай.,1746.74,https://example.com/p/P0608.jpg
P0609,Лампа LED E27 «EcoLight» 2шт,Хозяйственные товары,EcoLight,2,1,лампа led e27 bulb ecolight,E27 лампа led бренда EcoLight в категории хозяйственные товары.,320.91,https://example.com/p/P0609.jpg
P0610,Шампунь питательный для объема «Pure Roots» 750мл,Косметика и гигиена,Pure Roots,750,2,шампунь hair shampoo pure roots дляобъема,Для объема шампунь питательный бренда Pure Roots в категории косметика и гигиена.,138.42,https://example.com/p/P0610.jpg
P0611,Кофе капсулы decaf «Caffitaly» 10капс.,Кофе и чай,Caffitaly,10,1,кофе капсулы capsules caffitaly decaf,Decaf кофе капсулы бренда Caffitaly в категории кофе и чай.,1847.44,https://example.com/p/P0611.jpg
P0612,Фольга алюминиевая 20м «ChefPro» 1шт,Хозяйственные товары,ChefPro,1,3,фольга aluminium foil chefpro 20м,20м фольга алюминиевая бренда ChefPro в категории хозяйственные товары.,313.82,https://example.com/p/P0612.jpg
P0613,Шоколад премиальный 70% «Nordic Choco» 80г,Кондитерские изделия,Nordic Choco,80,3,шоколад bon paris chocolate nordic choco 70%,70% шоколад премиальный бренда Nordic Choco в категории кондитерские изделия.,395.14,https://example.com/p/P0613.jpg
P0614,Йогурт греческий натуральный «Blue Isles» 150г,Молочные продукты,Blue Isles,150,4,йогурт греческий greek blue isles натуральный,Натуральный йогурт греческий бренда Blue Isles в категории молочные продукты.,182.34,https://example.com/p/P0614.jpg
P0615,Адаптер USB-C dual port «VoltEdge» 1шт,Электроника,VoltEdge,1,2,adapter usb c type-c зарядное voltedge dualport,Dual port адаптер usb-c бренда VoltEdge в категории электроника.,2580.65,https://example.com/p/P0615.jpg
P0616,Стейк лосося шоковая заморозка «AquaChef» 5кг,Рыба и морепродукты,AquaChef,5,5,лосось стейк salmon aquachef шоковаязаморозка,Шоковая заморозка стейк лосося бренда AquaChef в категории рыба и морепродукты.,408.94,https://example.com/p/P0616.jpg
P0617,Сахар-песок 1кг «SweetLand» 1000г,Бакалея,SweetLand,1000,1,сахар песок sugar sweetland 1кг,1кг сахар-песок бренда SweetLand в категории бакалея.,476.65,https://example.com/p/P0617.jpg
P0618,Салат готовый grain bowl «GreenMix» 220г,Готовая еда,GreenMix,220,1,салат готовый salad greenmix grainbowl,Grain bowl салат готовый бренда GreenMix в категории готовая еда.,291.12,https://example.com/p/P0618.jpg
P0619,Лапша быстрого приготовления острая «StreetWok» 100г,Бакалея,StreetWok,100,1,лапша инстант ramen streetwok острая,Острая лапша быстрого приготовления бренда StreetWok в категории бакалея.,46.59,https://example.com/p/P0619.jpg
P0620,Овощи замороженные брокколи «VeggieBox» 600г,Заморозка,VeggieBox,600,1,замороженные овощи frozen veggies veggiebox брокколи,Брокколи овощи замороженные бренда VeggieBox в категории заморозка.,323.10,https://example.com/p/P0620.jpg
P0621,Зубная паста отбеливающая «ProDent» 75мл,Косметика и гигиена,ProDent,75,6,зубная паста toothpaste prodent отбеливающая,Отбеливающая зубная паста бренда ProDent в категории косметика и гигиена.,258.59,https://example.com/p/P0621.jpg
P0622,Шампунь питательный men «Herbal Line» 500мл,Косметика и гигиена,Herbal Line,500,1,шампунь hair shampoo herbal line men,Men шампунь питательный бренда Herbal Line в категории косметика и гигиена.,293.31,https://example.com/p/P0622.jpg
P0623,Кофе капсулы lungo «Caffitaly» 10капс.,Кофе и чай,Caffitaly,10,4,кофе капсулы capsules caffitaly lungo,Lungo кофе капсулы бренда Caffitaly в категории кофе и чай.,1642.12,https://example.com/p/P0623.jpg
